GeneID	SRR11517677	SRR11517678	SRR11517679	SRR11517674	SRR11517675	SRR11517676
653635	1.24460523667559	1.29944689102881	1.8126590816748	2.12013981210997	1.56180774700284	1.25874653522981
102723897	0.979345195590306	1.07129327892359	1.93892197525746	1.99435960010773	2.11293159559596	1.81235083134481
100133331	0.754723700225231	0.756899236301718	1.43030686948108	1.15146993250969	1.26474775472341	1.06924462231085
643837	3.51928012210246	3.3972931944416	3.35898202424042	3.051052532743	3.32758413495155	3.3953735581846
100130417	0.654072196794632	1.03554193943605	1.68741992893452	3.06005025045845	2.76509325431352	3.13978322121215
148398	4.65673645753607	4.57012749230803	4.62069032299892	6.5183346843567	6.38546077199035	6.32996297707839
26155	5.6782336076168	5.34609985588842	5.55474404293406	6.60157460028042	6.55351612487986	6.55271451860584
339451	3.01999155243595	3.22547926809851	3.46199973442574	4.41299722796225	4.33648871512729	4.27928311145918
84069	1.98601182733895	1.94486874063334	2.3226635095456	2.63553546808218	2.55187712149709	2.55298828789229
84808	0.301575126613885	0.411237434762146	1.05772880871656	0.767972028703135	0.554736288602032	0.897395306290555
57801	2.80210645956338	2.78336358095748	2.52656534493747	3.15548954653625	3.21259187857016	3.18720707756363
9636	2.14281304774933	1.35851462621573	1.70044454629638	2.20370987904485	1.36045809479136	1.76312425302274
375790	8.36387774695535	8.37522186464065	8.24438951358478	8.32764649814513	8.35426381885251	8.43367385898625
105369174	1.8561051206935	2.28649119972838	2.28856926621335	0.580592898084082	0.607709963756992	0.753582387953798
54991	2.83696182160704	2.77254512892603	2.84663824220389	4.28453940063519	4.0024829973655	4.19826720010494
51150	6.42720812476032	6.30177626849559	6.38902234511786	7.06306908096683	6.94628807959961	7.21361297408305
126792	4.34991328355703	4.12760759285407	4.30613760817182	4.93718740388491	4.80473412822571	4.75262923603978
118424	4.59359292328418	4.50299182597934	4.66621202834629	5.03626059308724	4.90072306239033	4.87931031717017
6339	2.10518132716918	2.07383951324146	2.45919604274872	2.58655970813989	2.25253697685454	2.70409298488476
116983	3.15503058505169	3.59445980417393	3.54737638180529	4.80159710970823	4.70797838696727	4.8082884932855
126789	2.67943656277899	2.33141263805524	2.34771563362767	3.32928935873979	3.16919595393731	3.45858348209902
54973	5.2635584724768	5.13848540297209	5.31434991630978	5.90279043235945	5.88774698814265	5.86243490784833
80772	2.98933362635715	3.33982363380257	3.23914040935564	4.01522727334004	3.78973210004418	3.94595234871899
1855	5.84018485495691	5.70730896867819	5.79833344632148	5.90279043235945	5.81921296706393	5.91830921301153
54587	1.0602377481935	0.800154358546227	1.34992880722443	2.04961335809585	1.83048134449519	2.31755197980013
54998	4.94731941185582	4.74633627141819	4.87591935879279	6.43950863429417	6.11286434811466	6.17038297720046
81669	7.10396458833472	7.02651714061601	7.28875960476626	6.95627611407969	6.91707270420025	6.73050214557021
148413	3.78031165579269	3.47275236339232	3.69784049338174	4.10055478371735	3.86781386354296	3.9237241278179
55052	5.27207400705828	4.94006752555582	5.21574193084628	5.91399984724556	5.69007083428974	5.80886445736734
64856	3.24429124169287	3.60669358894956	3.5617221271688	4.65192896758211	4.51001102405907	4.52054695571337
83858	0.600984498298336	-0.0442450657962321	-0.382235181703624	1.39847215009207	0.890227603605694	1.3942462917053
55210	4.10023409411275	3.52525423709458	3.73312635797267	5.05438398468988	5.08480672513124	5.15450770800136
29101	6.36388677969531	6.26654865153114	6.43504179394229	6.60695681971517	6.57861092847517	6.45535121847423
643988	1.73813126250852	1.76006477159306	2.08512413420697	2.69450589831016	2.85547671892444	3.11056212792799
142678	3.73174757653036	3.49924211497683	3.75825735709031	4.61271801850964	4.54438403463379	4.70128465909773
984	5.04496123220087	4.37294846869251	4.65788973330737	5.38670210154019	5.11485253458791	5.35677836778328
728661	5.70678144144133	5.42593927678945	5.43322285116827	5.32085098221031	5.3428747227854	5.26472217786478
728642	4.20178366650257	3.9177931289953	3.9476805213494	4.34099881508864	4.73203703124322	4.69801413151525
9906	3.53351651022871	3.34713377699294	3.45048168766082	3.32928935873979	3.38940000813153	3.3207862894297
65220	5.37448242720156	5.08702064644864	5.14842617600327	5.42202764902903	5.33504181579622	5.28883633789725
2782	8.38464100636688	8.22286752324494	8.33395751731754	8.28439318316173	8.253719866107	8.20424371951899
5590	3.56850473476082	3.69528259502467	3.87486779803489	3.71834136881147	3.68270105918419	3.53388988931469
100506504	-0.260977004003739	-0.388230031634807	0.402960603154528	0.580592898084082	-0.30464754517389	0.208887515554557
199990	4.16110077216808	4.10190994201669	4.04279111620567	4.40242387122775	4.46765231013683	4.3642670052453
6497	5.11999514854213	5.1718027992353	5.26807701442291	5.17731596302899	5.45010553320952	5.39968725325321
79906	2.58690641422786	2.33141263805524	2.44378804684014	3.20500332343863	2.6810783646343	3.0502820851042
100129534	0.161932205931226	0.666292464762942	0.234101038960943	1.50773538915307	1.47893057676696	1.51810523916285
11079	6.79681847491521	6.53249475473076	6.54923466207401	6.68464259495007	6.55604533947948	6.58139691399851
5192	3.60266447792712	3.56967654532041	3.59697453978721	4.21373556706245	4.08885828834243	4.02116004788279
55229	1.09904436837255	-1.73133917162885	0.197820921371088	0.894086226355666	-0.633020504545922	-0.0305149867175241
63976	0.848808748315946	1.23785714196694	1.01666312104536	-0.283880111860107	0.499743107859766	-0.676643632126183
27237	2.85973951546048	3.25686806424419	2.90406251208679	2.93846116711686	2.81099267559919	2.82894970229929
1953	3.85022369925127	4.32932137315798	4.05044106949718	3.79039671472287	3.67651552379915	3.81922792499567
127262	4.62717057008392	4.76555946721935	4.64951915180372	4.769043983686	4.60426415514111	4.53161288060579
49856	4.0858156151229	3.74593717892618	3.95040893290757	4.57241151121414	4.36369278629982	4.33508867176811
57212	4.19731958541343	4.08452030325683	4.18394674765625	4.64596544567462	4.52385865705984	4.51683937133755
57470	5.31803166014121	5.1194006132129	5.13888977024241	5.67430864846926	5.7324287929602	5.78594271318657
9731	4.98406600637826	4.96403885839126	4.91694927435918	4.76629777408957	4.68966739817976	4.68815782719071
1677	1.98601182733895	1.92546582222954	2.16246395049008	2.49663556605285	2.20175481190483	2.3512534025325
339448	4.05160130174513	4.02651122939579	4.3604853858307	4.42000332583069	4.51695145496844	4.44841998725062
261734	3.06968331404199	3.34713377699294	3.12301873913569	3.95379467127034	3.86781386354296	3.84902193925841
8514	4.36988563853378	4.03558893343769	4.38489472711898	5.13961495142592	5.10797421749131	5.08859972017614
26038	1.1736598217765	1.82433258354737	1.67427665357433	1.58457351219279	1.53470759597801	1.48812306767722
6146	8.52038812792263	8.47535548671322	8.57710841003677	8.23707819587033	8.13157820006776	8.41835381236921
388591	4.07125158007797	4.11481598331522	4.36662654785253	4.44769236045695	4.52385865705984	4.57504683033095
23463	6.20508235128828	6.09371187266242	6.1500485074191	7.07809531548371	7.0717794753003	7.08868683096895
148645	-0.260977004003739	-0.206009604868153	0.234101038960943	0.811246653609914	0.973313849725433	0.0537777547554878
387509	1.27881114070466	1.329283036094	1.49153310057825	1.70418789239239	1.69016098021608	1.99400400696083
11332	5.60429024761461	5.22037918586737	5.415560191571	6.09671019724261	6.01207960286281	5.91267708931958
54626	-0.362769649136724	0.712307040176725	0.690916087499141	0.0409480303309053	-0.0373325025090663	0.476569414892195
8718	0.428886419190858	0.712307040176725	1.31648031326118	1.0824953558116	0.116806155831438	0.476569414892195
57449	2.91515840393624	3.25686806424419	2.98080000976107	2.54870497988062	2.66866664667467	2.58166529469384
79707	4.1379934044237	4.09324132340139	4.00654498398398	4.43391427011296	4.37519645340581	4.62066998436789
3104	3.32016074573129	2.84662407896057	3.23914040935564	3.4843848251366	3.52639649880953	3.59846035609386
9903	4.47689186398748	4.06691849713486	4.26727580605655	4.52446010508239	4.32862096444677	4.58923901073111
148479	4.44335479687155	4.26902062913067	4.13201741145359	4.22177645574297	4.1878544104168	4.16074621715673
90326	3.48306213360748	3.16057547528157	3.41930960785176	3.8011695519156	3.80682332882156	3.51913979822701
55735	5.02242565769645	4.93036634541278	5.08900107890416	5.49350993637798	5.42265050141234	5.49322186165201
23261	4.42055565375247	4.42569012150606	4.49737940905713	4.64596544567462	4.62046574439807	4.59276534820189
9341	6.29870037802062	6.57046561007198	6.59397960545357	6.16293769867432	6.27925550683475	6.17744567720955
8863	2.83696182160704	2.63597047626953	2.60484976409485	2.21985830021897	2.51074740421406	2.3512534025325
3604	3.58226584225297	3.54446009621883	3.47721546746202	1.15146993250969	1.47893057676696	1.25874653522981
11315	7.34651484747636	7.12655146184668	7.22596716437932	7.65716974556116	7.4509158457211	7.35113626942369
54206	7.54446205850498	8.69572549478684	7.3816455183375	6.46682932962377	6.53140851504696	6.52529680603839
50651	1.98601182733895	3.10128606491741	2.63229553234362	2.37211729513307	2.20175481190483	2.07691631572441
473	6.18830896294241	5.94987718279296	5.99218317051729	6.0500543788595	6.15685107947743	6.07779426612572
2023	10.746135755386	10.9659726131683	10.9078131549554	11.353295839216	11.2758758348258	11.2451759323284
80045	2.60049393118318	2.43109017336137	1.9928537076358	2.40073160170111	2.64351820366014	2.33450109727765
9563	6.84541627297421	6.79220477667928	6.55954682005087	6.123781678463	6.2315326006834	6.1345413453462
80176	5.87274380887236	5.73682861190146	5.92649529441845	5.57893572200345	5.72195532322062	5.62821542979878
84275	3.2614992905026	2.3892115856922	2.78071404552868	2.54870497988062	2.49677273568506	2.0969206821217
199953	2.98933362635715	2.84662407896057	2.76839732596634	4.08741302509322	4.0935085883921	4.12709528527331
5293	4.85397582339962	5.05166171863663	4.89587263370205	4.17698644633217	3.92110756823382	4.03677828133372
101929074	1.60964422386696	1.6696629440062	2.23586784540839	2.25162279456183	2.16687897709446	2.17427460918361
22883	7.53829796285303	7.6002704486036	7.59805956410843	7.47322556134746	7.57373608478531	7.45650319306275
56998	3.59589692901748	3.58212139132707	3.50346285779947	3.8538591547087	3.84041009700084	3.53388988931469
84328	4.93664614908182	4.813845535062	4.66621202834629	4.40948137880364	4.44235626357632	4.59628308736101
64802	3.24429124169287	3.03040193269944	3.12301873913569	2.59896039684941	2.69338421292093	2.80482787166523
116362	1.6624199603725	1.71557183432071	2.08512413420697	0.767972028703135	0.708156449340797	0.942314493317388
10277	5.59753033862956	5.74515303095476	5.59627558240132	5.80449033779687	5.94290173209461	5.83440965205536
23095	6.46854679960899	6.53969083174726	6.21785660177429	6.05681258583633	6.10827612029799	6.00555544517991
5226	10.4374070641007	10.2345202052048	10.3673331790635	10.9553492435822	10.9094258248198	10.9230344243676
378708	-1.19576182140461	0.295088899690053	-0.226214794962488	0.811246653609914	0.607709963756992	0.133416188718271
1676	4.58336532290387	4.49971562041459	4.67283547066115	4.9946308700799	4.99072190107072	5.14252751350697
5195	3.48306213360748	3.73483330558647	3.67822358797402	4.18111621512122	4.0935085883921	4.33929330973355
54897	1.90071976722332	2.33141263805524	2.03459295196645	2.414828706001	2.25253697685454	2.58166529469384
23435	7.28683725108806	7.28766686479049	7.38215081692299	7.65011106514182	7.73532854438936	7.8325986729844
10747	0.233442565971093	0.354331712907379	0.885949186497327	0.179504673062622	0.188109758994692	0.702272332106676
6723	4.84829232028805	4.39780136492519	4.7992929269618	5.62058415477678	5.58501289573597	5.44526317214956
5394	6.34383062378994	6.38225897084346	6.41345200132432	6.37697744780716	6.48083560332923	6.30974968408309
2475	6.42530065400185	6.16058624858876	6.14826723180356	6.47105183667638	6.5176335058396	6.39199635908708
29914	4.67932042710073	4.57324780796726	4.53966500278561	4.66967303982925	4.50303704307458	4.54259457205965
26232	2.55934133938196	3.03945526524633	2.86988294417189	2.85820194629929	2.81099267559919	2.53843315358718
93611	4.07612261272822	4.29192977956302	4.52875290684822	4.74413785298427	4.66800663418554	4.69473617293852
26270	2.81381873010261	2.69445553571965	2.62548288431518	2.84784817335946	2.60495397559084	2.69099179685382
10459	4.61047943130262	4.61926035089481	4.65454732642328	4.98757427942285	4.849408602982	4.85602270338749
57085	5.84874958987437	5.71297852264555	5.70448014201184	5.8788361701192	5.59160253230712	5.70027132260321
4524	4.17478960310221	4.12760759285407	4.24300109240543	4.00128092399415	3.95727535840724	4.09761341521433
1185	4.86808738921246	4.96641422996332	4.87448350910529	4.59734849159536	4.86309035497076	4.71105199089702
90231	5.14802409522672	5.08264788363173	5.12083730616325	5.95195672061884	6.01942945019222	5.58460614075192
5351	6.09659947687499	6.50252789468125	6.36161187984772	7.07975527719035	7.07883211402217	7.06793388259415
9927	6.12037393411487	5.86457759596155	6.0326547228093	6.65154068291693	6.60082899167202	6.62682281867753
60672	3.27850450367593	3.11847597816505	3.39548042946819	3.81186254245039	3.65779818535961	3.91811314482361
55187	5.9032143070243	5.95825553452082	5.58227099798851	5.6772354816579	5.63531226929081	5.54328697629153
9249	7.21633443201442	7.26130770874206	7.21636472831243	7.14780322626878	6.98684548843987	7.09305085369785
7799	4.85113687061504	4.70426040596616	4.7484650975957	4.54703590238134	4.69579692040072	4.55710799309655
23254	2.42833368736406	2.05610610389829	2.27991830599807	2.15415091918465	2.53829708511887	2.01518306609252
55092	5.78621489151946	5.54037312128351	5.7490391179114	5.28484524770416	5.22914386386487	5.22209686243953
79180	6.39052775825207	6.80619639657582	6.57377264728674	7.39582730434695	7.36217092524802	7.46998813209251
842	3.67508471467916	3.64278455175795	3.79515162840673	4.22977277665964	4.09814394708082	4.141613329307
23341	4.62384775512663	4.65209400065189	4.59127365203612	4.16869127379858	4.38281491924669	4.15598673056456
79814	3.33649219887352	2.69445553571965	2.81704558976252	3.88457331121545	3.88936815809003	3.88972614923221
84301	2.42833368736406	2.64785869981734	2.26245918924871	2.3429239505657	2.63077765722527	2.38418549585981
6248	2.10518132716918	2.20836671956106	2.02427080432541	1.8972902530023	1.99857964965762	1.90603458062304
23207	5.62604373046078	5.65819639880277	5.59191373557596	5.80449033779687	5.79514949769699	5.71652501265602
284723	-1.39705489964227	-0.840795323792434	-0.55719758200769	0.365191973078101	0.607709963756992	0.208887515554557
54751	5.78918438227972	5.49666919175545	5.53397596616641	5.26552765115017	5.15766981500686	4.93037243286688
440567	2.97896781159478	2.64785869981734	3.07382015254493	3.41594613814319	2.91973215862685	3.12036840172965
729614	1.8561051206935	1.92546582222954	2.01387427158987	2.2672465688179	2.07581233389477	2.07691631572441
23013	6.57217171109305	6.4269265107052	6.28207881113243	6.33218500292601	6.43118336339676	6.2892491578144
7709	3.46831645963988	3.86784295109585	3.74574657796043	4.13076120596333	4.0221293628906	4.30960021037835
348487	2.53123931217495	2.94625901328227	2.63907616104649	2.3429239505657	2.30159224785448	2.79261400718258
1969	7.97504779854062	7.5814106951122	7.80422716305354	7.30034215176358	7.32755515995362	7.23633644884457
128272	2.61395467194706	2.41726527787409	2.42036304381793	3.22113735389428	2.97117526377088	2.81693920095741
79363	1.31222478024398	1.17352037144607	1.13651150097191	1.04673069463899	0.890227603605694	1.42622210958402
54455	4.76928952699389	4.43943490185542	4.48802055555633	4.50482420198009	4.50652824758659	4.30100299560224
26099	6.44332060199588	6.34987500791483	6.4706387681362	7.13082290981866	7.07001091539949	7.12201516981695
55707	5.33641855005054	5.32218791662064	5.41457256345319	5.55208207833231	5.46453734390682	5.51196767171587
114819	1.81006663930201	2.24012595869389	2.34771563362767	1.93690511382374	2.23580741695003	2.52372967683507
55672	4.39739041893892	4.1444885361722	3.8222160607432	4.24957179945892	4.06537925231687	4.54986953301357
